"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DP01","DP10","DT00","DT32","DX32","DX90","EMNT","EMSN","EMXP","EMXT","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1TXGV0009","DICKINSON 1.4 W, TX US","29.45549","-95.088872","10.1","2025-09",,"8","4",,,,,,,"1.53",,"5.01",,,,
"US1TXGV0009","DICKINSON 1.4 W, TX US","29.45549","-95.088872","10.1","2025-10",,"5","4",,,,,,"0.0","0.47",,"1.61","0.0",,,
"US1TXGV0009","DICKINSON 1.4 W, TX US","29.45549","-95.088872","10.1","2025-11",,"2","1",,,,,,"0.0","2.04",,"2.07","0.0",,,
"US1TXGV0009","DICKINSON 1.4 W, TX US","29.45549","-95.088872","10.1","2025-12",,"8","4",,,,,,,"0.43",,"1.43",,,,
"US1TXGV0009","DICKINSON 1.4 W, TX US","29.45549","-95.088872","10.1","2026-01",,"5","4",,,,,,"0.0","0.93",,"2.98","0.0",,,
"US1TXBRZ041","ALVIN 3.4 SW, TX US","29.395","-95.28187","10.4","2025-04",,"5","3",,,,,,,"5.48",,"8.02",,,,
"US1TXBRZ041","ALVIN 3.4 SW, TX US","29.395","-95.28187","10.4","2025-05",,"10","5",,,,,,,"2.50",,"5.65",,,,
"US1TXBRZ041","ALVIN 3.4 SW, TX US","29.395","-95.28187","10.4","2026-01",,,,,,,,,,,,"2.70",,,,
"US1TXFB0088","ARCOLA 4.7 SW, TX US","29.460494","-95.526878","19.8","2025-01",,,,,,,,,,,,"6.22",,,,
"US1TXFB0088","ARCOLA 4.7 SW, TX US","29.460494","-95.526878","19.8","2025-02",,,,,,,,,,,,"4.26",,,,
"US1TXFB0087","MISSOURI CITY 3.9 S, TX US","29.5169","-95.525","28.0","2025-01",,,,,,,,,,,,"3.23",,,,
"US1TXFB0087","MISSOURI CITY 3.9 S, TX US","29.5169","-95.525","28.0","2025-08",,,,,,,,,,,,"3.46",,,,
"US1TXGV0084","LEAGUE CITY 5.3 E, TX US","29.496753","-95.020059","3.7","2025-01",,"13","7",,,,,,,"1.97",,"3.79",,,,
"US1TXGV0084","LEAGUE CITY 5.3 E, TX US","29.496753","-95.020059","3.7","2025-04",,"4","3",,,,,,,"1.66",,"3.76",,,,
"US1TXGV0084","LEAGUE CITY 5.3 E, TX US","29.496753","-95.020059","3.7","2025-05",,"8","6",,,,,,,"2.58",,"5.30",,,,
"US1TXGV0084","LEAGUE CITY 5.3 E, TX US","29.496753","-95.020059","3.7","2025-07",,"10","5",,,,,,,"0.85",,"2.33",,,,
"US1TXGV0084","LEAGUE CITY 5.3 E, TX US","29.496753","-95.020059","3.7","2025-08",,"9","7",,,,,,,"2.45",,"5.48",,,,
"US1TXGV0084","LEAGUE CITY 5.3 E, TX US","29.496753","-95.020059","3.7","2025-10",,,,,,,,,,,,"2.28",,,,
"US1TXGV0084","LEAGUE CITY 5.3 E, TX US","29.496753","-95.020059","3.7","2025-12",,"6","4",,,,,,,"0.45",,"1.22",,,,
"US1TXGV0084","LEAGUE CITY 5.3 E, TX US","29.496753","-95.020059","3.7","2026-01",,"5","4",,,,,,,"1.33",,"2.95",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-01",,,,,,,,,,,,"2.75",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-03",,"11","4",,,,,,,"1.11",,"2.01",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-04",,,,,,,,,,,,"2.98",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-05",,,,,,,,,,,,"3.30",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-06",,"12","4",,,,,,,"0.73",,"4.52",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-07",,"14","10",,,,,,,"0.90",,"3.49",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-08",,,,,,,,,,,,"3.35",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-09",,,,,,,,,,,,"2.56",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2025-12",,,,,,,,,,,,"0.94",,,,
"US1TXHRR280","SEABROOK 0.7 NW, TX US","29.586119","-95.001968","3.4","2026-01",,"4","3",,,,,,,"1.44",,"3.07",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-01",,"15","8",,,,,,,"2.24",,"4.43",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-02",,"8","4",,,,,,,"1.77",,"2.69",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-03",,"9","6",,,,,,,"0.67",,"2.12",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-04",,"4","4",,,,,,,"1.18",,"3.35",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-05",,"10","7",,,,,,,"2.48",,"6.24",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-06",,"12","10",,,,,,,"3.28",,"7.59",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-07",,"8","6",,,,,,,"0.75",,"1.70",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-08",,"9","7",,,,,,,"1.43",,"5.83",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-09",,"9","5",,,,,,,"2.10",,"4.53",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-10",,"6","4",,,,,,,"0.55",,"1.77",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-11",,"3","1",,,,,,"0.0","2.26",,"2.30","0.0",,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2025-12",,"10","4",,,,,,,"0.57",,"1.50",,,,
"US1TXGV0088","DICKINSON 0.4 SSW, TX US","29.448894","-95.069311","3.4","2026-01",,"6","4",,,,,,,"1.60",,"2.80",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-01",,"15","7",,,,,,,"1.69",,"4.95",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-02",,"10","6",,,,,,,"2.13",,"5.15",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-03",,"8","5",,,,,,,"1.11",,"2.14",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-04",,"4","2",,,,,,,"0.82",,"1.60",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-05",,"4","4",,,,,,,"0.89",,"1.76",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-06",,"16","11",,,,,,,"1.70",,"6.98",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-07",,"9","6",,,,,,,"1.32",,"3.81",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-08",,"10","7",,,,,,,"1.20",,"3.89",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-09",,"7","6",,,,,,,"2.25",,"4.96",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-10",,"4","3",,,,,,"0.0","1.42",,"3.00","0.0",,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-11",,"6","3",,,,,,,"2.04",,"2.78",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2025-12",,"9","4",,,,,,,"1.49",,"3.50",,,,
"US1TXHRR027","BUNKER HILL VILLAGE 3.6 NNW, TX US","29.813836","-95.550465","29.0","2026-01",,"5","4",,,,,,,"0.93",,"2.99",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-01",,"16","9",,,,,,,"1.80",,"5.54",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-02",,"9","3",,,,,,,"1.38",,"2.85",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-03",,"9","6",,,,,,,"0.53",,"2.03",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-04",,"5","3",,,,,,"0.0","0.30",,"0.78","0.0",,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-06",,"11","9",,,,,,,"1.71",,"7.03",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-07",,"8","5",,,,,,,"0.31",,"0.92",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-08",,"14","7",,,,,,,"2.19",,"3.94",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-09",,"5","5",,,,,,"0.0","1.30",,"3.50","0.0",,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-10",,"5","4",,,,,,"0.0","0.94",,"1.98","0.0",,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-11",,"6","3",,,,,,,"1.16",,"2.82",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2025-12",,"8","4",,,,,,,"0.66",,"1.38",,,,
"US1TXFB0090","RICHMOND 2.7 NNW, TX US","29.617718","-95.779184","29.0","2026-01",,"6","4",,,,,,"0.0","0.97",,"2.48","0.0",,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2025-02",,,,,,,,,,,,"5.73",,,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2025-03",,,,,,,,,,,,"3.81",,,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2025-04",,,,,,,,,,,,"1.50",,,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2025-06",,,,,,,,,,,,"8.12",,,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2025-08",,,,,,,,,,,,"4.16",,,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2025-10",,"1","0",,,,,,,"0.07",,"3.90",,,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2025-11",,,,,,,,,,,,"0.00",,,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2025-12",,,,,,,,,,,,"0.17",,,,
"US1TXHRR305","PASADENA 4.2 SE, TX US","29.609864","-95.11284","7.9","2026-01",,"2","2",,,,,,"0.0","0.97",,"1.60","0.0",,,
"US1TXFB0051","RICHMOND 4.4 NNE, TX US","29.6407909393311","-95.7390289306641","25.9","2025-05",,,,,,,,,,,,"2.71",,,,
"US1TXFB0051","RICHMOND 4.4 NNE, TX US","29.6407909393311","-95.7390289306641","25.9","2025-06",,,,,,,,,,,,"4.48",,,,
"US1TXFB0051","RICHMOND 4.4 NNE, TX US","29.6407909393311","-95.7390289306641","25.9","2025-07",,,,,,,,,,,,"2.15",,,,
"US1TXHRR147","SOUTH HOUSTON 3.0 S, TX US","29.617161","-95.234062","12.5","2025-03",,"8","5",,,,,,,"0.74",,"1.60",,,,
"US1TXHRR147","SOUTH HOUSTON 3.0 S, TX US","29.617161","-95.234062","12.5","2025-04",,"5","5",,,,,,,"2.89",,"4.67",,,,
"US1TXHRR147","SOUTH HOUSTON 3.0 S, TX US","29.617161","-95.234062","12.5","2025-05",,"10","8",,,,,,,"1.16",,"4.68",,,,
"US1TXHRR147","SOUTH HOUSTON 3.0 S, TX US","29.617161","-95.234062","12.5","2025-06",,"9","6",,,,,,,"1.97",,"6.36",,,,
"US1TXHRR147","SOUTH HOUSTON 3.0 S, TX US","29.617161","-95.234062","12.5","2025-07",,"5","4",,,,,,,"2.85",,"4.51",,,,
"US1TXHRR147","SOUTH HOUSTON 3.0 S, TX US","29.617161","-95.234062","12.5","2025-08",,"6","5",,,,,,,"2.75",,"4.74",,,,
"US1TXHRR147","SOUTH HOUSTON 3.0 S, TX US","29.617161","-95.234062","12.5","2025-11",,"1","1",,,,,,"0.0","2.18",,"2.18","0.0",,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-01",,"11","6",,,,,,,"2.12",,"3.89",,,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-02",,"6","5",,,,,,,"1.68",,"4.29",,,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-03",,"9","6",,,,,,,"1.10",,"3.17",,,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-04",,"6","4",,,,,,,"2.62",,"4.01",,,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-05",,"10","6",,,,,,,"2.13",,"4.87",,,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-06",,"9","6",,,,,,,"2.77",,"9.94",,,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-07",,"11","7",,,,,,,"2.68",,"6.07",,,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-08",,"8","4",,,,,,,"1.93",,"4.86",,,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-09",,"4","3",,,,,,"0.0","0.94",,"1.28","0.0",,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-10",,"3","2",,,,,,"0.0","1.05",,"1.86","0.0",,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-11",,"5","3",,,,,,"0.0","2.77",,"3.94","0.0",,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2025-12",,"3","3",,,,,,"0.0","0.94",,"1.38","0.0",,,
"US1TXMNG090","CONROE 12.7 SSE, TX US","30.14592","-95.41304","40.8","2026-01",,"6","5",,,,,,,"1.03",,"2.99",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-01",,"11","7",,,,,,,"1.71",,"5.00",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-02",,"8","4",,,,,,,"1.73",,"4.36",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-03",,"8","7",,,,,,,"0.51",,"2.97",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-04",,"7","5",,,,,,,"1.02",,"2.77",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-05",,"9","6",,,,,,,"2.38",,"6.45",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-06",,"13","9",,,,,,,"2.34",,"8.92",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-07",,"12","8",,,,,,,"1.57",,"5.09",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-08",,"10","5",,,,,,,"1.43",,"2.83",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-09",,"5","5",,,,,,"0.0","0.90",,"2.82","0.0",,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-10",,"4","4",,,,,,"0.0","1.73",,"3.65","0.0",,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-11",,"4","3",,,,,,"0.0","2.40",,"4.08","0.0",,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2025-12",,"6","4",,,,,,,"1.33",,"2.20",,,,
"US1TXHRR306","KINGWOOD 2.4 W, TX US","30.0592","-95.2262","22.9","2026-01",,"6","4",,,,,,,"1.16",,"3.00",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-01","8.5","12","8","0","9","0","0","20","1.2","1.33","78","4.23","1.4","49.4","58.2","40.6"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-02","8.5","7","5","0","2","0","0","27","0.0","1.60","86","4.10","0.0","60.1","69.6","50.6"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-03","9.2","6","5","0","0","0","1","41","0.0","0.83","90","1.91","0.0","68.4","79.7","57.1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-04","10.5","7","5","0","0","0","0","46","0.0","0.68","89","1.93","0.0","74.6","83.9","65.2"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-05","8.9","12","6","0","0","0","16","59","0.0","1.31","96","4.95","0.0","80.6","89.4","71.8"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-06","7.4","13","8","0","0","0","27","71","0.0","1.59","98","5.26","0.0","84.6","93.1","76.2"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-07","5.8","7","6","0","0","0","31","73","0.0","1.11","101","4.20","0.0","86.3","95.3","77.4"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-08",,"8","6","0","0","0","29","75","0.0","0.99","101","2.33","0.0","86.9","96.3","77.5"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-09","5.6","4","4","0","0","0","26","63","0.0","0.65","98","1.21","0.0","81.7","92.3","71.0"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-10","6.3","2","2","0","0","0","15","47","0.0","2.84","95","3.36","0.0","76.0","88.0","64.0"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-11","6.9","4","3","0","0","0","0","37","0.0","1.96","88","3.12","0.0","67.4","78.6","56.1"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2025-12","7.4","4","4","0","2","0","0","31","0.0","0.92","84","1.84","0.0","59.4","69.4","49.4"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98438","-95.36072","27.5","2026-01",,"6","5","0","8","0","0","23","0.0","0.86","84","2.87","0.0","54.7","65.1","44.2"
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-01",,"12","5",,,,,,,"2.15",,"3.51",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-02",,"8","5",,,,,,,"1.18",,"2.74",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-03",,"8","6",,,,,,,"0.66",,"2.44",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-04",,"7","5",,,,,,,"1.30",,"3.06",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-05",,"10","6",,,,,,,"1.73",,"6.11",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-06",,"12","10",,,,,,,"1.62",,"6.95",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-07",,"8","6",,,,,,,"2.03",,"5.37",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-08",,"9","8",,,,,,,"0.87",,"3.64",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-09",,"5","4",,,,,,,"1.80",,"4.32",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-11",,"5","3",,,,,,,"3.85",,"4.76",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2025-12",,"9","2",,,,,,,"1.03",,"1.35",,,,
"US1TXMNG088","THE WOODLANDS 2.9 N, TX US","30.1991497","-95.4874318","46.9","2026-01",,"7","5",,,,,,,"1.75",,"3.06",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-01",,"15","4",,,,,,,"2.18",,"3.49",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-02",,"9","4",,,,,,,"1.12",,"2.47",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-03",,"10","4",,,,,,,"1.61",,"3.00",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-04",,"8","3",,,,,,,"1.96",,"4.77",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-05",,"9","7",,,,,,,"2.49",,"7.51",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-06",,"14","13",,,,,,,"1.23",,"8.21",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-07",,"9","5",,,,,,,"1.01",,"2.15",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-08",,"10","7",,,,,,,"1.29",,"3.27",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-09",,"8","4",,,,,,,"2.07",,"4.70",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-10",,"4","3",,,,,,,"0.89",,"1.48",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-11",,"5","3",,,,,,,"2.69",,"4.57",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2025-12",,"7","3",,,,,,,"0.46",,"0.74",,,,
"US1TXMNG123","MAGNOLIA 6.5 SSE, TX US","30.13007","-95.69471","57.9","2026-01",,"3","2",,,,,,,"0.17",,"0.35",,,,
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-01",,"13","10","0","12","0","0","17","0.0","2.83","78","7.39","0.0","47.5","56.7","38.3"
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-02",,"7","4","0","3","0","0","28","0.0","1.94","83","3.52","0.0","57.8","67.3","48.2"
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-03",,"8","7","0","0","0","0","43","0.0","1.40","88","3.00","0.0","66.6","77.8","55.3"
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-05",,"10","9","0","0","0","0","57","0.0","3.00","89","6.56","0.0","76.8","84.1","69.5"
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-06",,"14","10","0","0","0","19","69","0.0","1.95","92","7.26","0.0","82.0","89.3","74.7"
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-07",,"9","7","0","0","0","30","71","0.0","1.00","97","2.64","0.0","84.2","92.9","75.5"
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-08",,"7","4","0","0","0","26","70","0.0","2.32","96","5.00","0.0","83.7","92.4","75.0"
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-09",,"6","5","0","0","0","20","63","0.0","0.91","95","1.72","0.0","80.6","90.6","70.7"
"USC00410586","BAYTOWN, TX US","29.9142","-94.9908","7.9","2025-10",,"6","3","0","0","0","15","44","0.0","0.95","94","2.37","0.0","75.6","87.3","63.9"
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-01",,,,,,,,,,,,"6.17",,,,
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-02",,,,,,,,,,,,"3.88",,,,
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-03",,"7","3",,,,,,,"1.08",,"2.00",,,,
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-04",,,,,,,,,,,,"4.31",,,,
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-05",,,,,,,,,,,,"6.04",,,,
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-07",,"12","6",,,,,,,"1.01",,"4.20",,,,
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-08",,"9","7",,,,,,,"0.87",,"3.50",,,,
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-10",,"4","2",,,,,,,"0.56",,"2.33",,,,
"US1TXHRR031","FRIENDSWOOD 2.5 NNE, TX US","29.545275","-95.182089","9.4","2025-11",,,,,,,,,,,,"0.02",,,,
"US1TXHRR195","HUMBLE 6.9 ENE, TX US","30.020278","-95.153889","15.8","2025-07",,,,,,,,,,,,"5.48",,,,
"US1TXGV0093","LEAGUE CITY 1.4 W, TX US","29.488564","-95.130151","7.6","2025-10",,,,,,,,,,,,"2.80",,,,
"US1TXGV0093","LEAGUE CITY 1.4 W, TX US","29.488564","-95.130151","7.6","2025-11",,"5","1",,,,,,"0.0","2.35",,"2.44","0.0",,,
"USC00414704","KATY CITY, TX US","29.8024","-95.8196","46.6","2025-08",,"4","2",,,,,,"0.0","0.75",,"1.57","0.0",,,
"USC00414704","KATY CITY, TX US","29.8024","-95.8196","46.6","2025-12",,"3","2",,,,,,"0.0","0.45",,"0.87","0.0",,,
"US1TXGV0098","FRIENDSWOOD 0.2 NNW, TX US","29.515464","-95.199505","7.9","2025-01",,"17","10",,,,,,,"2.25",,"6.03",,,,
