"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DP01","DP10","DT00","DT32","DX32","DX90","EMNT","EMSN","EMXP","EMXT","PRCP","SNOW","TAVG","TMAX","TMIN"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-12",,,,"0","0","0","0","42",,,"86",,,"58.1","66.6","49.7"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-01",,,,"0","0","0","0","39",,,"73",,,"55.2","63.4","47.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-02",,,,"0","0","0","0","37",,,"81",,,"55.3","65.3","45.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-03",,,,"0","0","0","0","39",,,"76",,,"55.5","63.9","47.1"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-04",,,,"0","0","0","1","44",,,"92",,,"63.0","74.9","51.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-05",,,,"0","0","0","0","47",,,"86",,,"64.1","73.1","55.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-06",,,,"0","0","0","1","52",,,"90",,,"66.8","77.4","56.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-02",,,,"0","0","0","0","40",,,"79",,,"57.3","65.7","49.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-03",,,,"0","0","0","0","44",,,"80",,,"59.1","68.8","49.3"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-04",,,,"0","0","0","0","43",,,"88",,,"62.1","73.9","50.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-05",,,,"0","0","0","0","49",,,"82",,,"65.1","75.7","54.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-06",,,,"0","0","0","11","54",,,"100",,,"73.0","86.6","59.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-07",,,,"0","0","0","30","56",,,"99",,,"78.7","94.1","63.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-08",,,,"0","0","0","26","58",,,"104",,,"78.7","94.6","62.7"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-09",,,,"0","0","0","11","55",,,"116",,,"75.9","89.2","62.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-10",,,,"0","0","0","11","52",,,"96",,,"71.1","84.4","57.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-11",,,,"0","0","0","0","45",,,"81",,,"62.5","73.3","51.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-12",,,,"0","0","0","0","42",,,"83",,,"58.9","69.9","47.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-01",,,,"0","0","0","0","40",,,"81",,,"57.8","68.5","47.1"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-02",,,,"0","0","0","0","45",,,"87",,,"61.4","71.9","50.8"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-03",,,,"0","0","0","1","42",,,"94",,,"59.0","68.2","49.7"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-04",,,,"0","0","0","0","45",,,"88",,,"63.0","73.2","52.8"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-05",,,,"0","0","0","7","53",,,"104",,,"68.8","80.1","57.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-06",,,,"0","0","0","8","58",,,"96",,,"73.1","85.5","60.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-07",,,,"0","0","0","11","58",,,"96",,,"74.4","87.7","61.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-08",,,,"0","0","0","25","59",,,"103",,,"79.4","93.8","65.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-09",,,,"0","0","0","15","61",,,"104",,,"76.9","89.2","64.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-10",,,,"0","0","0","4","54",,,"98",,,"70.0","82.0","57.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-11",,,,"0","0","0","2","47",,,"95",,,"64.3","74.8","53.8"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-12",,,,"0","0","0","0","43",,,"88",,,"62.5","73.0","52.1"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2026-01",,,,"0","0","0","0","41",,,"87",,,"63.5","73.5","53.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-01",,"4","3","0","0","0","0","39",,"1.40","89","1.92",,"57.4","68.5","46.3"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-02",,"1","0","0","0","0","0","43",,"0.01","81","0.01",,"56.9","67.3","46.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-03",,"5","3","0","0","0","0","39",,"0.55","86","1.17",,"56.8","67.1","46.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-04",,"1","0","0","0","0","0","46",,"0.03","88","0.03",,"61.4","70.6","52.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-05",,"1","0","0","0","0","0","49",,"0.01","82","0.01",,"63.2","70.2","56.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-06",,"0","0","0","0","0","0","53",,"0.00","83","0.00",,"66.8","74.1","59.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-07",,"2","0","0","0","0","0","59",,"0.07","85","0.09",,"70.5","77.4","63.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-08",,"1","0","0","0","0","0","59",,"0.02","86","0.02",,"70.5","78.1","62.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-09",,"0","0","0","0","0","0","55",,"0.00","85","0.00",,"68.3","76.1","60.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-10",,"2","1","0","0","0","0","47",,"0.39","88","0.45",,"64.9","75.0","54.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-11",,"0","0","0","0","0","1","46",,"0.00","92","0.00",,"62.5","72.1","53.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-12",,"13","7","0","0","0","0","39",,"4.00","68","8.41",,"53.9","61.4","46.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-01",,"2","0","0","0","0","0","39",,"0.01","78","0.02",,"57.9","68.9","47.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-02",,"1","0","0","0","0","0","36",,"0.03","88","0.03",,"58.9","71.3","46.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-03",,"3","3","0","0","0","0","40",,"0.88","85","1.20",,"60.4","71.2","49.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-04",,"1","1","0","0","0","3","48",,"0.26","97","0.26",,"63.4","73.3","53.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-05",,"0","0","0","0","0","0","46",,"0.00","84","0.00",,"63.6","71.7","55.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-06",,"1","0","0","0","0","0","56",,"0.05","85","0.05",,"68.1","75.9","60.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-07",,"0","0","0","0","0","0","58",,"0.00","87","0.00",,"69.5","77.0","62.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-08",,"0","0","0","0","0","0","60",,"0.00","88","0.00",,"71.9","79.2","64.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-09",,"1","1","0","0","0","8","58",,"0.20","102","0.20",,"75.5","84.7","66.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-10",,"3","1","0","0","0","2","51",,"0.13","93","0.17",,"67.7","75.5","59.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-11",,"4","2","0","0","0","0","43",,"0.94","79","1.33",,"58.5","69.4","47.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-12",,"8","5","0","0","0","0","39",,"0.99","80","2.59",,"55.8","64.4","47.3"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-01",,"11","9","0","0","0","0","39",,"1.71","70","9.66",,"54.4","62.5","46.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-02",,"7","5","0","0","0","0","37",,"2.78","79","4.84",,"54.4","64.3","44.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-03",,"14","11","0","0","0","0","40",,"1.67","75","6.46",,"55.4","62.9","47.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-04",,"2","0","0","0","0","0","42",,"0.02","83","0.03",,"59.0","66.7","51.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-05",,"3","2","0","0","0","0","47",,"0.26","73","0.39",,"61.5","67.5","55.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-06",,"1","0","0","0","0","0","53",,"0.01","77","0.01",,"64.0","70.3","57.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-07",,"0","0","0","0","0","0","56",,"0.00","86","0.00",,"69.3","77.3","61.3"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-08",,"2","2","0","0","0","0","58",,"1.63","88","2.93",,"70.9","79.0","62.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-09",,"1","0","0","0","0","0","56",,"0.05","87","0.05",,"69.4","76.5","62.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-10",,"0","0","0","0","0","0","49",,"0.00","88","0.00",,"66.3","75.7","56.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-11",,"5","2","0","0","0","0","45",,"0.23","86","0.48",,"62.4","73.6","51.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-12",,"6","5","0","0","0","0","45",,"1.11","80","3.24",,"59.6","68.8","50.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-01",,"6","5","0","0","0","0","39",,"1.65","78","3.20",,"56.7","65.4","48.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-02",,"14","10","0","0","0","0","41",,"3.75","76","12.52",,"56.6","63.6","49.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-03",,"8","6","0","0","0","0","46",,"1.46","71","3.72",,"58.1","66.2","50.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-04",,"3","2","0","0","0","0","41",,"0.35","81","0.64",,"59.5","68.2","50.8"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-05",,"2","0","0","0","0","0","49",,"0.02","73","0.03",,"61.7","67.7","55.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-06",,"0","0","0","0","0","0","56",,"0.00","84","0.00",,"67.0","74.3","59.8"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-07",,"0","0","0","0","0","0","56",,"0.00","81","0.00",,"69.5","76.9","62.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-08",,"0","0","0","0","0","0","59",,"0.00","87","0.00",,"70.6","79.3","62.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-09",,"0","0","0","0","0","6","55",,"0.00","99","0.00",,"69.4","77.1","61.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-10",,"0","0","0","0","0","0","48",,"0.00","81","0.00",,"64.9","73.2","56.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-11",,"4","1","0","0","0","0","42",,"0.14","77","0.26",,"59.3","69.5","49.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-12",,"4","0","0","0","0","0","43",,"0.08","80","0.22",,"56.4","65.2","47.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-01",,"3","2","0","0","0","0","39",,"0.90","80","1.12",,"55.8","66.9","44.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-02",,"6","5","0","0","0","0","44",,"0.87","84","2.46",,"57.3","65.9","48.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-03",,"10","6","0","1","0","0","30",,"0.98","76","1.98",,"56.9","65.4","48.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-04",,"2","1","0","0","0","0","45",,"0.54","83","0.55",,"59.7","68.1","51.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-05",,"0","0","0","0","0","0","52",,"0.00","87","0.00",,"64.5","72.2","56.8"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-06",,"1","0","0","0","0","0","54",,"0.06","82","0.06",,"67.0","73.8","60.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-07",,"0","0","0","0","0","0","57",,"0.00","79","0.00",,"68.1","75.1","61.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-08",,"0","0","0","0","0","1","60",,"0.00","90","0.00",,"71.6","79.9","63.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-09",,"2","0","0","0","0","0","62",,"0.03","86","0.05",,"71.5","78.7","64.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-10",,"3","1","0","0","0","0","51",,"1.06","86","1.08",,"65.9","74.7","57.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-11",,"7","5","0","0","0","0","47",,"1.93","83","5.46",,"61.8","69.7","53.8"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-12",,"6","3","0","0","0","0","44",,"2.31","80","3.04",,"59.6","68.2","51.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2026-01",,"6","4","0","0","0","0","41",,"1.14","83","1.83",,"60.8","72.0","49.6"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-01","3.4","5","4","0","0","0","2","37",,"0.58","93","1.55",,"58.6","70.9","46.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-02","3.8","2","0","0","0","0","0","43",,"0.05","84","0.10",,"59.7","71.0","48.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-03","4.5","4","4","0","0","0","2","41",,"0.46","93","1.05",,"59.2","70.2","48.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-04","4.3","0","0","0","0","0","4","49",,"0.00","95","0.00",,"65.7","75.9","55.6"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-05","4.7","2","0","0","0","0","1","53",,"0.08","93","0.09",,"68.1","76.2","60.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-06","4.5","1","0","0","0","0","2","57",,"0.01","94","0.01",,"71.8","81.0","62.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-07","4.0","1","1","0","0","0","7","62",,"0.17","94","0.17",,"76.8","86.5","67.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-08","3.6","1","0","0","0","0","11","63",,"0.02","97","0.02",,"77.1","87.3","67.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-09","3.1","0","0","0","0","0","9","57",,"0.00","103","0.00",,"75.3","86.2","64.4"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-10","3.4","6","2","0","0","0","7","48",,"0.26","98","0.52",,"68.2","80.0","56.4"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-11","2.7","0","0","0","0","0","4","34",,"0.00","95","0.00",,"63.5","76.0","50.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-12","3.1","12","7","0","0","0","0","38",,"1.33","75","4.93",,"54.8","63.6","45.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-01","2.9","1","0","0","0","0","0","37",,"0.04","81","0.04",,"58.8","70.7","46.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-02","3.6","3","1","0","0","0","1","37",,"0.13","91","0.20",,"59.8","74.4","45.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-03","4.0","3","2","0","0","0","0","41",,"0.50","88","0.63",,"62.7","74.3","51.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-04","4.7","1","1","0","0","0","2","45",,"0.16","102","0.16",,"66.3","76.9","55.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-05","4.9","0","0","0","0","0","2","50",,"0.00","93","0.00",,"66.6","75.2","58.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-06","4.5","1","1","0","0","0","6","59",,"0.10","97","0.10",,"73.2","83.3","63.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-07","4.5","0","0","0","0","0","2","61",,"0.00","90","0.00",,"74.0","83.5","64.4"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-08","3.8","0","0","0","0","0","15","66",,"0.00","103","0.00",,"79.1","89.8","68.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-09","3.6","1","1","0","0","0","18","60",,"0.23","111","0.23",,"80.1","90.8","69.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-10","2.9","4","1","0","0","0","3","52",,"0.25","98","0.32",,"70.6","80.1","61.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-11","3.4","3","2","0","0","0","0","42",,"1.85","83","2.02",,"60.3","72.6","48.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-12","2.7","11","4","0","0","0","0","39",,"1.03","83","2.06",,"57.1","67.3","46.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-01","4.0","12","10","0","0","0","0","39",,"1.38","77","5.52",,"56.0","65.4","46.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-02","4.0","7","5","0","0","0","0","38",,"1.57","85","2.93",,"57.0","68.0","45.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-03","4.3","12","10","0","0","0","0","40",,"1.66","78","7.49",,"58.1","66.4","49.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-04","4.3","0","0","0","0","0","1","47",,"0.00","90","0.00",,"64.2","73.6","54.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-05","4.3","6","1","0","0","0","0","51",,"0.66","77","0.83",,"64.1","70.8","57.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-06","3.8","0","0","0","0","0","0","56",,"0.00","83","0.00",,"67.4","74.8","60.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-07","3.8","0","0","0","0","0","11","60",,"0.00","95","0.00",,"75.7","86.1","65.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-08","3.6","5","2","0","0","0","13","62",,"2.01","97","2.21",,"77.0","87.6","66.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-09","3.8","2","0","0","0","0","4","58",,"0.01","96","0.02",,"73.1","81.3","65.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-10","3.1","0","0","0","0","0","7","49",,"0.00","95","0.00",,"70.8","82.7","58.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-11","3.1","2","1","0","0","0","0","44",,"0.40","89","0.41",,"64.3","77.4","51.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-12","2.7","5","3","0","0","0","0","44",,"0.79","85","1.46",,"60.8","71.7","49.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-01","3.1","5","3","0","0","0","0","35",,"0.75","82","1.55",,"57.2","67.0","47.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-02","3.6","14","8","0","0","0","0","39",,"2.37","80","9.83",,"57.4","65.2","49.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-03","4.5","10","5","0","0","0","0","45",,"1.24","76","2.85",,"58.9","67.5","50.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-04","4.3","3","3","0","0","0","0","42",,"0.18","84","0.38",,"61.9","71.8","52.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-05","4.0","1","1","0","0","0","0","50",,"0.10","75","0.10",,"64.9","71.9","57.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-06","4.0","0","0","0","0","0","2","59",,"0.00","94","0.00",,"71.1","79.6","62.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-07","3.8","0","0","0","0","0","4","61",,"0.00","95","0.00",,"75.6","85.6","65.6"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-08","3.4","0","0","0","0","0","9","63",,"0.00","97","0.00",,"76.8","87.4","66.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-09","3.1","0","0","0","0","0","8","57",,"0.00","113","0.00",,"75.0","85.4","64.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-10","2.7","0","0","0","0","0","1","48",,"0.00","90","0.00",,"69.4","80.9","58.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-11","2.7","2","0","0","0","0","0","41",,"0.01","79","0.02",,"60.9","73.4","48.4"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-12","2.2","1","0","0","0","0","0","42",,"0.01","86","0.01",,"58.1","69.1","47.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-01","3.8","2","1","0","0","0","0","39",,"0.28","83","0.37",,"56.6","68.8","44.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-02",,"6","5",,,,,,,"1.80",,"2.58",,,,
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-03",,"9","3",,,,,,,"0.46",,"1.30",,,,
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-04","3.8","1","1","0","0","0","0","45",,"0.19","82","0.19",,"62.0","71.3","52.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-05","4.5","2","0","0","0","0","3","54",,"0.01","99","0.02",,"68.4","77.7","59.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-06","4.5","0","0","0","0","0","2","59",,"0.00","91","0.00",,"71.7","80.7","62.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-07","4.3","0","0","0","0","0","0","60",,"0.00","89","0.00",,"72.4","80.9","63.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-08",,"0","0","0","0","0","11","63",,"0.00","96","0.00",,"76.6","86.6","66.6"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-09","3.6","2","0","0","0","0","8","63",,"0.04","97","0.05",,"75.9","85.1","66.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-10","3.1","3","1","0","0","0","2","50",,"1.71","94","1.79",,"68.6","79.2","58.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-11","2.7","6","6","0","0","0","0","46",,"2.16","87","5.39",,"63.0","72.6","53.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-12","2.9","5","3","0","0","0","0","42",,"1.96","86","3.22",,"60.5","71.1","49.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2026-01",,"5","4","0","0","0","0","39",,"1.31","87","1.93",,"60.6","73.2","48.0"
